"city","yrs_on_list","industry","url","state_s","revenue","state_l","metro","rank","company","growth","id","workers"
"Great Neck","2","Advertising & Marketing","trepoint","NY","4464395","New York","New York City","2572","Trepoint","146.2996","23553","18"
"Los Angeles","1","Consumer Products & Services","farar-lewis-llp","CA","6388330","California","Los Angeles","2573","Farar & Lewis LLP","146.1515","26054","6"
"New York","4","Health","forward-health","NY","8710384","New York","New York City","2574","Forward Health","146.122","19730","6"
"Durham","6","Software","bronto-software","NC","27382881","North Carolina","Durham, NC","2575","Bronto Software","146.0027","1094","177"
"Fredericksburg","2","Government Services","simventions","VA","20722322","Virginia","Richmond, VA","2576","SimVentions","145.9141","23845","153"
"Hackensack","1","Human Resources","three-pillars-recruiting","NJ","5479856","New Jersey","New York City","2577","Three Pillars Recruiting","145.6913","24792","29"
"San Antonio","1","Retail","alta-moda-salon","TX","2015100","Texas","San Antonio, TX","2578","Alta Moda Salon","145.669","26097","17"
"Conshohocken","3","Retail","rta-cabinet-store","PA","6636404","Pennsylvania","Philadelphia","2579","RTA Cabinet Store","145.6616","21147","15"
"Cleveland","1","IT Services","vox-mobile","OH","13569000","Ohio","Cleveland","2580","Vox Mobile","145.6372","25614","111"
"Cleveland","1","IT Services","asurint","OH","15935232","Ohio","Cleveland","2581","Asurint","145.5973","24848","110"
"Santa Fe Springs","1","Business Products & Services","inkovation","CA","3989858","California","Los Angeles","2582","Inkovation","145.5367","25680","24"
"Edison","1","Manufacturing","vigo-industries","NJ","13855183","New Jersey","New York City","2583","Vigo Industries","145.3501","25440","45"
"Minneapolis","4","Advertising & Marketing","knock","MN","29697952","Minnesota","Minneapolis","2584","Knock","145.3287","20039","53"
"Salt Lake City","5","Manufacturing","packsize-international","UT","104347000","Utah","Salt Lake City","2585","Packsize International","145.2915","891","263"
"Dallas","1","Business Products & Services","faulkner-design-group","TX","10696589","Texas","Dallas","2586","Faulkner Design Group","145.2668","26458","50"
"Portsmouth","8","Logistics & Transportation","legacy-supply-chain-services","NH","343314075","New Hampshire","Boston","2587","LEGACY Supply Chain Services","145.2085","22309","2700"
"Hamilton","8","Financial Services","billtrust","NJ","61462200","New Jersey","Trenton-Ewing, NJ","2588","Billtrust","145.1833","1301","174"
"Kernersville","2","Financial Services","advanced-fraud-solutions","NC","3807918","North Carolina","Thomasville-Lexington, NC","2589","Advanced Fraud Solutions","145.115","23563","11"
"Omaha","1","Financial Services","cfo-systems","NE","1995009","Nebraska","Omaha-Council Bluffs, NE-IA","2590","CFO Systems","145.0218","25386","16"
"Centennial","1","Real Estate","your-castle-real-estate","CO","17660006","Colorado","Denver","2591","Your Castle Real Estate","144.6985","26009","15"
"New Orleans","4","Advertising & Marketing","search-influence","LA","5058000","Louisiana","New Orleans-Metairie-Kenner, LA","2592","Search Influence","144.7025","19497","62"
"Ashburn","2","Government Services","ian-evan-alexander","VA","11080937","Virginia","Washington, DC","2593","Ian, Evan & Alexander","144.6919","24173","64"
"Newbury","4","Engineering","engineered-endeavors","OH","15018583","Ohio","Cleveland","2594","Engineered Endeavors","144.6216","13145","45"
"Lehi","4","Security","digicert","UT","45044258","Utah","Provo-Orem, UT","2595","DigiCert","144.5839","19612","97"
"Washington","1","Business Products & Services","clutch-group","DC","35610000","District of Columbia","Washington, DC","2596","Clutch Group","144.5742","26274","500"
"Sunnyvale","1","Software","good-technology","CA","160384000","California","San Jose","2597","Good Technology","144.4804","26591","838"
"Findlay","8","IT Services","centracomm","OH","18702870","Ohio","Findlay, OH","2598","CentraComm","144.4738","2193","31"
"Seal Beach","3","Manufacturing","diversifiedtechnical-systems","CA","18726876","California","Los Angeles","2599","DiversifiedTechnical Systems","144.4568","2751","63"
"San Francisco","1","Advertising & Marketing","swirl","CA","22589315","California","San Francisco","2600","Swirl","144.4438","26308","137"
"Berkeley Heights","7","IT Services","axis-group","NJ","14119475","New Jersey","New York City","2601","Axis Group","144.3539","4659","61"
"Westborough","5","Education","the-training-associates","MA","47591765","Massachusetts","Worcester, MA","2602","The Training Associates","144.3036","6366","75"
"Paramus","1","Construction","rsm-maintenance","NJ","25515308","New Jersey","New York City","2603","RSM Maintenance","144.2461","25365","88"
"New York","1","Human Resources","capital-markets-placement","NY","2329608","New York","New York City","2604","Capital Markets Placement","144.1285","24929","6"
"Wichita","1","Real Estate","select-homes","KS","3595171","Kansas","Wichita, KS","2605","Select Homes","144.0984","26013","18"
"Canastota","3","Food & Beverage","servomation","NY","7309902","New York","Syracuse, NY","2606","Servomation","144.0486","21528","49"
"Irvine","2","Advertising & Marketing","interticket-usa","CA","2321859","California","Los Angeles","2607","Interticket USA","144.0068","23333","4"
"Middleton","1","Software","wts-paradigm","WI","18349000","Wisconsin","Madison, WI","2608","WTS Paradigm","144.003","24765","137"
"West Chester","1","Health","e4","PA","12804921","Pennsylvania","Philadelphia","2609","e4","143.9731","25348","59"
"Syracuse","1","Manufacturing","poly-wood","IN","27625442","Indiana","Elkhart-Goshen, IN","2610","Poly-Wood","143.9592","26284","153"
"Cincinnati","3","Advertising & Marketing","deanhouston","OH","10046099","Ohio","Cincinnati","2611","DeanHouston","143.9516","22301","47"
"Huntsville","2","IT Services","summit-7-systems","AL","3132861","Alabama","Huntsville, AL","2612","Summit 7 Systems","143.8698","23167","28"
"Peachtree City","4","IT Services","sawtst","GA","8510802","Georgia","Atlanta","2613","SAWTST","143.7969","19590","50"
"Cedar Rapids","5","IT Services","circle-computer-resources","IA","8777379","Iowa","Cedar Rapids, IA","2614","Circle Computer Resources","143.7825","18562","63"
"Allston","5","Software","extensionengine","MA","6473644","Massachusetts","Boston","2615","ExtensionEngine","143.7394","1006","145"
"Rochester","4","IT Services","d4","NY","18292692","New York","Rochester, NY","2616","D4","143.7269","20472","161"
"Denver","1","Financial Services","the-institute-for-wealth-management","CO","4438064","Colorado","Denver","2617","The Institute for Wealth Management","143.7144","25816","9"
"Jacksonville","4","Government Services","b3-solutions","FL","33282521","Florida","Jacksonville, FL","2618","B3 Solutions","143.6784","19355","173"
"Cranbury","1","Software","systech-international","NJ","41410084","New Jersey","Trenton-Ewing, NJ","2619","Systech International","143.448","25778","180"
"Portland","2","Advertising & Marketing","strategic-marketing","OR","2793887","Oregon","Portland, OR","2620","Strategic Marketing","143.3738","23932","26"
"Urbandale","3","IT Services","ip-pathways","IA","21361262","Iowa","Des Moines-West Des Moines, IA","2621","IP Pathways","143.3649","21463","35"
"New York","1","Education","knowledge-delivery-systems","NY","8175806","New York","New York City","2622","Knowledge Delivery Systems","143.341","25471","44"
"Torrance","1","Logistics & Transportation","california-midwest-xpress","CA","4149255","California","Los Angeles","2623","California Midwest Xpress","143.2896","26619","26"
"Westchester","6","Human Resources","tandem-hr","IL","467653000","Illinois","Chicago","2624","Tandem HR","143.2095","3527","90"
"East Providence","3","IT Services","gurnet-consulting","RI","4080303","Rhode Island","Providence-New Bedford-Fall River, RI-MA","2625","Gurnet Consulting","143.1379","21375","45"
"Washington","6","Government Services","veracity-engineering","DC","21698364","District of Columbia","Washington, DC","2626","Veracity Engineering","143.0353","3311","100"
"Frederick","1","Health","altek-information-technology","MD","26236737","Maryland","Washington, DC","2627","ALTEK Information Technology","142.9768","25507","54"
"Charlotte","3","IT Services","waypoint-solutions-group","NC","2615438","North Carolina","Charlotte","2628","Waypoint Solutions Group","142.8405","21884","20"
"Tinton Falls","1","Environmental Services","riverroad-waste-solutions","NJ","47571199","New Jersey","New York City","2629","RiverRoad Waste Solutions","142.8328","25595","56"
"Lexington Park","5","Government Services","avian","MD","16501411","Maryland","Lexington Park, MD","2630","Avian","142.8223","17430","109"
"Franklin","2","Software","rustici-software","TN","4770324","Tennessee","Nashville","2631","Rustici Software","142.7818","24021","24"
"Tualatin","1","Food & Beverage","union-wine-company","OR","4729903","Oregon","Portland, OR","2632","Union Wine Company","142.7618","26236","10"
"Westborough","3","Advertising & Marketing","wakefly","MA","5634114","Massachusetts","Worcester, MA","2633","Wakefly","142.7191","22407","35"
"Oldsmar","7","Advertising & Marketing","spectrio","FL","17762616","Florida","Tampa","2634","Spectrio","142.6868","2493","95"
"Atlanta","7","Business Products & Services","insight-sourcing-group","GA","14230513","Georgia","Atlanta","2635","Insight Sourcing Group","142.6129","17226","59"
"Arlington","8","Government Services","phacil","VA","84125005","Virginia","Washington, DC","2636","Phacil","142.5801","981","600"
"Fairfax","6","Advertising & Marketing","leapfrog-solutions","VA","5770915","Virginia","Washington, DC","2637","LeapFrog Solutions","142.565","6586","30"
"Raleigh","1","IT Services","anexio-technology-services","NC","3659181","North Carolina","Raleigh-Cary, NC","2638","Anexio Technology Services","142.566","25423","43"
"Madison","1","Food & Beverage","vom-fass-usa","WI","3537954","Wisconsin","Madison, WI","2639","Vom Fass USA","142.5506","25393","11"
"Omaha","1","Travel & Hospitality","jet-linx-aviation","NE","47412000","Nebraska","Omaha-Council Bluffs, NE-IA","2640","Jet Linx Aviation","142.1698","24905","212"
"Upper Nyack","3","Government Services","cipher-tech-solutions","NY","3109403","New York","New York City","2641","Cipher Tech Solutions","142.1284","21450","21"
"Everett","1","Manufacturing","qualitel","WA","40370000","Washington","Seattle","2642","Qualitel","141.9684","26121","175"
"Elkhart","3","Retail","stratashops","IN","5194553","Indiana","Elkhart-Goshen, IN","2643","StrataShops","141.7351","21206","10"
"New York","2","Media","urbandaddy","NY","19903187","New York","New York City","2644","UrbanDaddy","141.7286","21406","150"
"Wakefield","3","Travel & Hospitality","tenon-tours","MA","2843038","Massachusetts","Boston","2645","Tenon Tours","141.7344","21122","16"
"McLean","1","Government Services","xcelerate-solutions","VA","13765247","Virginia","Washington, DC","2646","Xcelerate Solutions","141.7021","25036","75"
"Durham","1","Software","mi-corporation","NC","2085060","North Carolina","Durham, NC","2647","Mi-Corporation","141.6968","26398","15"
"Framingham","8","IT Services","talentburst","MA","51798499","Massachusetts","Boston","2648","TalentBurst","141.6187","1779","1125"
"Menomonee Falls","4","Retail","wireless-logic","WI","13361886","Wisconsin","Milwaukee-Waukesha-West Allis, WI","2649","Wireless Logic","141.6034","22481","59"
"Long Beach","6","IT Services","ignify","CA","17807664","California","Los Angeles","2650","Ignify","141.5873","193","355"
"San Francisco","6","Business Products & Services","answerlab","CA","8857219","California","San Francisco","2651","AnswerLab","141.5697","364","46"
"Baton Rouge","1","Software","envoc","LA","2361659","Louisiana","Baton Rouge, LA","2652","Envoc","141.3587","24796","27"
"Brooklyn Heights","5","Advertising & Marketing","proforma-signature-solutions","OH","2428000","Ohio","Cleveland","2653","Proforma Signature Solutions","141.3519","24002","11"
"Santa Fe Springs","2","Government Services","impres-technology-solutions","CA","36963967","California","Los Angeles","2654","IMPRES Technology Solutions","141.3117","24286","29"
"Las Vegas","4","IT Services","rimini-street","NV","61121692","Nevada","Las Vegas-Paradise, NV","2655","Rimini Street","141.2889","19359","359"
"Carlsbad","2","Manufacturing","seacomp","CA","14892510","California","San Diego","2656","Seacomp","141.2837","24405","22"
"Stillwater","7","IT Services","interworks","OK","21279452","Oklahoma","Stillwater, OK","2657","InterWorks","141.2521","932","105"
"Dallas","4","Software","synerzip","TX","12114658","Texas","Dallas","2658","Synerzip","141.2213","20234","347"
"Tampa","4","Software","netdirector","FL","5334012","Florida","Tampa","2659","NetDirector","141.1919","19755","17"
"Lincoln","6","IT Services","five-nines-technology-group","NE","13275581","Nebraska","Lincoln, NE","2660","Five Nines Technology Group","141.1525","392","70"
"San Francisco","3","Health","pmd","CA","3760957","California","San Francisco","2661","pMD","141.1528","21495","13"
"San Diego","8","Computer Hardware","blue-tech","CA","184320227","California","San Diego","2662","Blue Tech","141.0435","3708","43"
"San Francisco","2","Real Estate","pacific-union-real-estate","CA","5528202691","California","San Francisco","2663","Pacific Union Real Estate","140.9702","24219","646"
"Port Chester","1","Construction","avanti-systems-usa","NY","2085237","New York","New York City","2664","Avanti Systems USA","140.9734","25103","7"
"Dallas","2","Business Products & Services","alsbridge","TX","44813014","Texas","Dallas","2665","Alsbridge","140.8845","17539","156"
"Pleasantville","2","Advertising & Marketing","primary-wave-media","NY","3565000","New York","New York City","2666","Primary Wave Media","140.7482","24027","19"
"Pawleys Island","8","Government Services","mercom","SC","111442127","South Carolina","Georgetown, SC","2667","Mercom","140.699","919","73"
"Pittsburgh","6","Real Estate","pcn-network","PA","27594342","Pennsylvania","Pittsburgh, PA","2668","PCN Network","140.6926","5545","70"
"San Diego","5","Energy","sullivan-solar-power","CA","27911049","California","San Diego","2669","Sullivan Solar Power","140.6636","17715","275"
"San Diego","6","Advertising & Marketing","rescue-social-change-group","CA","7573792","California","San Diego","2670","Rescue Social Change Group","140.621","1170","57"
"Washington","2","Software","thycotic-software","DC","6327207","District of Columbia","Washington, DC","2671","Thycotic Software","140.584","24218","35"
"Wilmington","10","Human Resources","integrity-staffing-solutions","DE","374315357","Delaware","Philadelphia","2672","Integrity Staffing Solutions","140.5585","4316","325"
